,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,-0.0028027685,-0.0017811175,-0.005173095,0.006936359,-0.0034296473,0.0063166884,-0.0020928048,0.0040669315,-0.0034632413,-0.0043742317,0.0032173519,-0.006448834,-0.007967054,0.0017730774,0.00053228094,-0.0021276479,0.0041496623,-0.0024832715,0.006306147,-0.004075505,0.005966467,-0.0014108055,-0.0030022254,0.005310163,0.008351183,-0.008014247,-0.007571564,0.005635977,0.003132022,0.00028221364,0.009018554,0.003137273,0.0007846041,-0.007670505
CXCL2,0.0008055668,0.0002209771,0.0011431905,0.0022958533,-0.0015670274,0.00080459577,-0.002292499,-0.0013314292,-6.92051e-05,-0.0011241575,0.0021668302,-0.0006824597,0.00036968538,0.0031523395,0.0019702932,-0.0010755517,-0.0004652748,0.001038365,-0.0024445676,-0.0019466347,0.0012529098,-7.090872e-05,0.00134379,0.0017895268,-0.0015954453,0.000821663,0.0005716642,0.00023769114,0.00087249454,0.0025648852,-0.00056642183,-0.00045267312,0.0032818082,0.00083072355
ATF3,0.003065196,0.0044533107,0.0038468572,-0.004306856,-0.0006779929,0.009549923,-0.011450293,-0.0028899875,-0.0035191737,-0.0074291523,0.0052678436,3.8068032e-05,-0.0009459026,-0.0032117772,0.0025478585,-0.009634429,0.00013511896,0.0027230969,-0.003951009,-0.0009594795,0.00597671,-0.006285675,0.0047869463,0.002828583,0.0021647266,-0.0016590501,0.0018273253,0.0024880692,0.001578937,-9.513518e-06,-0.0031621014,0.009615645,0.009836731,0.008962023
NFKBIA,0.0054183244,-0.008559341,-0.013285632,0.01983769,-0.00914898,0.0033895087,0.0063336394,-0.0071807103,-0.0003103912,0.0020607328,0.0018187037,-0.005622962,-0.0071839313,-0.0024389916,0.0043482133,-0.0009470133,0.0081206085,-0.009082646,0.0034972362,-0.014027849,0.0027213283,0.00820589,-0.0060679642,0.007928329,0.010482455,-0.011080083,-0.00023642808,0.00071548205,0.010681449,0.010417885,0.0065027783,0.00091999414,0.0026789948,-0.01629969
TNFAIP3,-0.0011779424,-0.004058056,-0.0048376685,0.009825999,-0.000872114,-0.00039907827,0.003407151,-0.0010482199,-7.51706e-05,0.0021125649,-0.0004856711,-0.00023038234,-0.004161106,-0.002059203,-0.0009774731,0.0015079438,0.0052082795,-0.0027564727,0.0010095977,-0.004156596,-0.0017210484,0.0038709545,-0.0065819025,-0.0010506592,0.004901406,-0.0032472115,0.00093549915,0.00033250413,0.0019457294,0.0048859306,-0.0014644858,0.00046790234,0.00071795506,-0.0035961848
PTGS2,-0.00029293282,5.6377306e-05,0.00038157537,0.00023765887,5.8879286e-05,0.00034536686,-0.00035572762,-0.0004885936,1.2462855e-05,9.0114545e-06,0.0006524478,-0.00029951613,-0.00068299513,0.00010282416,-0.0010130153,-0.00034883493,0.00023059735,0.00035489828,-0.00040743017,-0.00036558867,0.00015696428,0.0002297566,0.00012692735,7.152267e-05,2.9578287e-05,0.00023412779,0.0007607681,-0.00057983684,-0.00032903033,0.00029640485,0.0004129271,0.00032966278,0.0006406105,0.00029132096
CXCL1,-0.002328921,-0.0005407508,0.00016509349,0.0105666295,-0.0014543884,0.0037310969,-0.0008656471,-0.0038839916,-0.0047364132,5.1829968e-05,0.0059717535,-0.0012244887,-0.0030796255,0.0008909581,0.0006681268,-0.0043465085,-0.0010535183,0.0005076851,-0.0060599362,-0.0011094882,0.0017082436,0.0011079743,-0.0029830472,0.0012072416,-0.0015845778,0.004401696,-0.00010798561,-0.0006003352,0.0040468,0.008738078,-0.00029613468,0.000785906,0.0037132227,-0.0011377224
IER3,0.00035557442,0.0015418446,-0.00082438375,-0.0014258849,-0.00063062634,0.0001977481,0.00032619928,5.7822028e-05,0.0004139165,-0.0010287248,0.00033914013,-0.0015160231,-5.355135e-05,0.000248237,-0.0013272492,-7.8170175e-05,-0.00076186063,-0.00042281978,0.00033190942,0.001411434,-0.0006889724,2.078333e-05,0.00014586298,0.00093968015,0.0017493345,-0.00047064378,-0.0019804523,0.0013886243,-0.00078560936,-0.0013871791,0.0032136783,0.0019541648,0.0016688186,-0.0004248305
CD83,-0.0005527388,0.0052203797,-0.0021061278,-0.0025305175,-0.0026597716,0.0055185664,-0.003466456,-0.0016422318,-0.0002940634,-0.0060711363,0.001292482,0.0008955304,0.002291571,-0.0010339069,-0.0006809612,-0.0046643466,-0.00014093891,-0.0001829248,0.0032194906,-0.00043440983,0.0011841207,-2.9271023e-05,-0.0010821362,0.0055834507,0.00087403535,-0.0023801588,0.00045604893,0.0032954775,0.00041326863,0.0037485757,0.002288933,0.0044931206,0.007165532,0.0017347225
CCL20,-0.0014296205,0.0012900844,-0.0005354117,-0.00027272524,-2.5355807e-06,0.000547353,0.00076351233,0.000278479,8.7428425e-06,-0.0011302563,0.0016842367,-0.003183199,-0.0015840913,-0.0004562581,-0.0013211687,-0.0015264073,-0.0016689334,-0.0037747326,0.004565441,0.0014581049,-0.0010184108,0.0005429985,-0.00045713896,-0.0003468041,0.0025938675,-0.0024593484,0.0014193878,0.0008297586,-0.001388029,0.0006502519,0.0032261894,0.0022502525,0.0010106729,-0.0016626081
