,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,0.0024079648,0.006945618,-0.000496082,-0.0046650707,0.0088979835,-0.0074259783,-0.0061156275,-0.004598894,0.0026272065,0.0037323053,0.04605451,0.0051832036,0.0028379075,-0.0015994795,0.0206393,0.0043894006,0.0591479,0.057866763,0.048910458,-0.003335554,0.054150697,0.0011885075,0.0020625156,-5.4811433e-05,-0.0037020454,-0.00042507466,-0.011169768,0.028898919,0.048727363,0.034169726,-0.006149605,0.001077273,0.007969523,-0.0033378091
CXCL2,-0.0014748235,0.0004607431,0.002370511,-0.0002727744,0.00012844772,0.00044777032,-0.0013546953,0.0014180219,-0.00035739044,-0.0016151235,-0.008240203,-0.00077490724,-0.0008562076,-0.00013573225,0.026649922,0.000482428,0.006390727,0.0039317263,-0.0017800824,0.0011441149,0.0047610956,-0.0006288183,0.003375529,-0.000149432,0.00080271275,-0.0008088897,-0.0126593495,0.0005610046,-0.0035854848,0.004069817,-0.0028850443,-0.0012720436,-4.208998e-05,-0.001610392
ATF3,-0.0051236595,0.0028695264,0.0003748381,0.006369349,0.005691325,-0.0053971917,0.0020876734,-0.0062023997,-0.0013213276,0.00769322,0.016407643,0.0047090477,0.00045011524,0.0077721872,0.02568255,0.001824867,-0.029455742,-0.031705935,-0.08783207,-0.0006481192,-0.031824198,0.00065378874,-0.010128886,0.010998109,0.0060099973,0.0041160192,-0.02684018,-0.00444459,-0.026570378,0.004430662,-0.0061975275,0.0017178275,0.0013199394,-0.0029409684
NFKBIA,-3.2865963e-05,0.008639863,0.0015993282,-0.009360306,0.0148175275,-0.0081026675,-0.0099581685,0.011896533,-0.003952123,-0.00014516948,0.048169352,-0.0004707995,0.008725069,-0.0068527358,0.036074962,0.012941753,0.13553782,0.12259629,-0.044532433,-0.008999927,0.12395779,-0.0033289108,-0.0066139526,-0.010729775,-0.0056202766,-0.014717913,-0.04328187,0.055091754,0.102559105,0.03948635,-0.011489629,-0.005563356,0.0057262406,-0.0136954095
TNFAIP3,0.0011676567,-0.004421547,-0.00029853304,-0.00093308376,0.0045411,-0.00069606106,-0.0029177638,0.003543581,0.00010717123,5.7936013e-05,0.012035595,-0.0023347894,0.0032699266,-0.0048909527,0.00835042,0.006395484,-0.010731803,-0.018736357,-0.08767319,0.001967142,-0.019527245,-0.0017557432,0.0009948991,-0.00073519483,-0.004407427,-0.0043201824,-0.0030480484,0.01898922,-0.0033761337,0.017001117,-0.0031918269,0.00025309247,0.0004648257,-0.0033867185
PTGS2,-0.00017495517,-0.0001452906,0.0002495515,0.00018634736,0.00017870519,-0.0007264889,0.00039470685,0.00021482588,0.00021403095,0.0007156074,4.902233e-05,-0.00014552218,-0.00019246513,0.00013668368,0.001762728,-4.7789804e-08,-0.002467082,-0.0022805617,-0.018329222,0.0003809981,-0.002559571,0.00054267806,-0.0014783331,0.0010233747,-0.00027077366,0.0006397237,-0.001576911,0.00036565203,-0.0022219983,0.0030521206,-0.00034943596,0.00029508388,7.590056e-05,0.00018195696
CXCL1,-0.004091807,-0.0014207559,0.007409164,-0.0009605602,0.0020469916,-0.0011645841,-0.001622433,-0.00076248375,-0.0012122699,0.00018407406,-0.02725064,8.3776154e-05,0.0020115578,-0.0016002409,0.027720377,0.0050891936,-0.0024292094,-0.009108161,-0.07141042,0.009042425,-0.009976463,8.980799e-05,0.007783649,0.0021128936,-0.00070247485,0.0015748048,-0.041652657,-0.00530746,0.01668162,0.033500966,-0.0038875309,0.00086598983,0.0035761981,0.0025421027
IER3,-0.00097376836,0.002110896,0.00022573593,0.0006330231,0.0004245645,-0.0025363595,-0.00055354735,-0.0012921424,0.0011325171,-0.00019688011,-0.00060439645,-0.0011442187,-0.0012032514,9.8510645e-05,0.00039469416,-0.0013282996,0.015465938,0.018163692,-0.016511235,0.0013106598,0.016090075,-0.00013828289,-0.0005455499,0.00019575686,-0.00041426803,0.00274051,-0.013076798,0.0012308623,0.015047045,0.011782825,-0.00094982,-0.000120909965,0.0026065512,0.0016404868
CD83,-0.005513421,0.0030755382,0.004553825,0.0016831995,0.005516149,-0.0020454125,-0.0004404322,-0.0050067636,-0.000789769,0.0011156114,-0.0015602075,0.004160061,0.00031337462,0.004071514,0.01843078,0.0015750946,0.0028913277,0.0052995547,0.05506115,-0.00046573748,0.0039745416,-0.0015619281,0.002127997,0.0074684746,0.0023243509,0.000636508,0.016869586,0.001887641,-0.00091860915,0.018856402,-0.0066674263,-0.00022117468,4.3449986e-06,-0.0018707463
CCL20,-0.003875019,0.0037695963,0.005554279,0.0032991378,0.0012774053,-0.0017044597,-0.0014951511,-0.0036703835,0.00010678619,-0.00017853826,-0.011933472,-0.0016187372,-0.0025344568,-0.0014161374,0.018523466,0.00010418828,0.038286615,0.04499521,0.02009288,0.004180582,0.03705369,0.001553221,0.0011954998,-0.0006583997,-0.0006341345,0.00307475,-0.022636786,0.00039937987,0.034337807,0.013932785,0.0008997666,0.0014554108,-0.00014880995,0.0016666579
