,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,0.0016027222,-9.777799e-05,-0.01320846,-0.017140644,0.019122832,0.004372897,0.0023544317,-0.0022525543,-0.0015976913,0.0036469917,0.014800596,0.0038460172,5.7573034e-05,0.0019057804,0.0629321,0.0063290074,0.015027112,0.0034800842,0.02612216,-0.004488075,0.014048091,-0.0065074726,0.024905654,0.014225347,0.014143124,-0.0130691985,0.0448562,0.0035444188,0.03416534,0.046739455,-0.020114252,0.0010989092,-0.005158891,0.005663329
CXCL2,-0.005923271,0.0041135526,0.004679418,0.011426551,0.0011935715,-0.003373354,-0.005345006,-0.000212534,-0.0048970487,-0.0004003667,-0.020685574,-0.0016546154,-0.0056100837,0.002393677,0.10549613,-0.0026966108,0.026384389,0.02230458,0.024173535,-0.005623131,0.026993133,-0.007585588,0.040391024,-0.0036575561,-0.0008433596,-0.0018841276,-0.025562134,-0.008881564,0.0076219207,0.011964909,-0.007455384,0.001449901,-0.0022816095,-0.002636619
ATF3,-0.023842175,-0.013959688,-3.4083456e-05,0.012960598,0.0032685064,-0.01367085,-0.016593274,0.009531083,0.011086661,0.013989528,-0.025583768,-0.008056806,-0.009330687,0.0036617124,0.12802748,0.0076579377,-0.14490417,-0.14611985,-0.12179669,-0.0047663534,-0.15829061,-0.013197431,0.09452399,0.007285395,0.0066346643,-0.0033003704,-0.13205947,-0.03101136,-0.18950926,-0.038573693,-0.022596547,-0.0055037388,0.0036773984,0.009371595
NFKBIA,-0.009819669,0.009479943,0.014713322,-0.013502516,0.013291005,-0.023084631,-0.0021687206,-0.011762386,0.00085225905,-0.0012208979,0.008465206,0.0023714427,-0.011711463,0.008922313,0.12699641,0.021331538,0.199436,0.1947826,-0.0005415565,-0.0004393111,0.2044919,-0.0052973875,-0.016648158,0.01264806,0.021242835,-0.018692954,0.07238591,0.003328994,0.2378936,0.15179561,-0.033360153,-0.0047397735,0.004376887,-0.00045539098
TNFAIP3,-0.009994864,-0.0065169325,-0.0036766098,0.006697845,0.0009621278,-0.005287123,-0.0065010455,-0.0025710254,0.0073860697,0.0029139938,0.014631746,0.0032804152,-0.0068270955,0.0035134847,0.059342463,0.00788073,-0.08339644,-0.09321489,-0.08098367,-0.0074981796,-0.0892766,-0.00072117656,0.0047230073,0.010799648,0.009104206,-0.011170872,-0.021665176,0.0154605685,-0.108895406,0.022453513,-0.0124929845,-0.004088634,-0.0010246123,-0.0041267807
PTGS2,-8.8009445e-05,-0.0007739247,0.0014294628,0.0023234815,-0.0006931588,0.0011741866,-0.0012773047,-0.0008466867,-0.0005624809,0.0005007165,-0.005884146,-0.0005658891,-0.0017806729,0.00013003265,0.006564829,-0.0015295061,-0.009864804,-0.0074230195,-0.017943585,-0.0012556945,-0.009928437,-0.00017610662,0.008738898,-0.00077668834,-0.0004836974,0.0011761828,0.0018686187,-0.002442396,-0.002462064,0.0057045417,0.00033976443,-0.00014255119,-0.00069541566,-0.0018533379
CXCL1,0.0011170282,0.002437477,-0.010749918,0.012700137,0.0093239015,0.009942814,-0.011406136,-0.002003882,-0.0013248934,0.00048935617,-0.02907995,-0.0049951836,-0.006342258,0.00030543935,0.10915123,0.0004040309,-0.008434195,-0.010816136,-0.032087613,-0.012646199,-0.0033848842,-0.018330218,0.084113404,-0.004014625,0.005246074,0.008081463,-0.046759695,-0.021428235,-0.0074659116,0.035854537,-0.009280533,-0.009855159,-0.008175682,-0.014271126
IER3,-0.00046335402,0.0020566063,0.004886616,0.00029813318,-0.0003504185,-0.007164694,-0.0013718844,0.00041989118,-0.0016535247,-0.0018719183,-0.004737496,-0.0016759018,-0.0011339205,0.00038041756,0.02729882,0.0043233535,0.033458583,0.03764021,-0.026201695,0.0019269559,0.033205487,-0.0039527067,-0.0026390532,0.0007217106,0.0028150633,0.0015453133,-0.021846147,-0.0129297525,0.062204015,0.0038061114,-0.0060957316,-9.870629e-06,0.0030962657,-0.0004158998
CD83,-0.018020762,-0.0029219755,0.0018556319,0.014784943,0.0062542898,0.0022193694,-0.011114096,0.0020215192,0.0032135323,0.0070181405,0.0051213903,-0.002047458,-0.0035720724,0.00055539026,0.11694687,0.008379815,-0.041294362,-0.036931157,0.07467945,-0.010690571,-0.0333476,-0.018314019,0.068306565,0.015993586,0.006112037,-0.0014643084,0.04444387,-0.0060066036,-0.05190684,0.030323802,-0.014727082,-0.0036180634,-0.007845638,0.0021579163
CCL20,0.003417233,0.0044507505,0.0060116053,0.0006373788,0.0018155897,0.00088187633,-0.0028087634,0.0010253947,-0.0062042847,-0.0010115887,-0.016182836,-0.0017121306,-0.0027627621,0.0005365303,0.043019213,-0.0002571842,0.099040486,0.10440912,0.04246688,-0.00019296557,0.10897495,-0.006099416,0.011374704,-0.0006020348,0.003186694,0.00048071865,-0.017671242,-0.013229884,0.14323793,0.018771147,-0.005111716,0.0026462425,0.0022015607,-0.0011684714
