,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,-0.0036366088,-0.014489975,-0.0046841535,-0.01635245,0.019978402,0.006075646,-0.006433803,0.01107981,-0.005608814,0.006609572,0.01815406,-0.0053462107,-0.009224243,-0.005727496,0.048756607,-0.00066526316,0.018187983,0.005899277,0.021176491,-0.018238124,0.008546914,-0.010814089,0.02806506,0.012179279,0.00693844,-0.022576945,0.051992744,-0.024309158,0.012474248,0.038280696,-0.021716863,-0.009374864,-0.006900726,0.0040066903
CXCL2,-0.010522611,-0.0036497333,-0.0016938243,0.009873215,8.934829e-05,0.0003583597,-0.010935249,0.0026829604,3.4195145e-05,-0.0037477184,-0.019266238,7.15472e-05,-0.0065071294,-0.0061046644,0.080791,-0.0015939486,0.024388174,0.023780212,0.021575624,-0.0062047867,0.028341586,-0.008032419,0.03756075,-0.0012876178,-0.0034173992,-0.003075014,-0.020961262,-0.009935362,0.00567305,0.008246692,-0.009860677,0.00033566006,-0.0029245324,-0.002582806
ATF3,-0.031522132,-0.014678298,-0.020624679,0.01775282,0.004278285,-0.0057156505,-0.021923995,0.01705303,0.013695319,0.010865819,-0.019623574,0.00191944,-0.00885472,0.001953205,0.1284774,0.014783589,-0.14424525,-0.14305334,-0.11051455,-0.0037834814,-0.16014776,-0.014669107,0.08413224,0.0113700405,0.00852643,-0.0007563558,-0.11125022,-0.028260484,-0.18316789,-0.039269112,-0.017420597,-0.0024521071,0.0023252629,0.013215797
NFKBIA,-0.010337834,-0.004615799,0.0061735967,-0.011855309,0.016632138,-0.008180821,-0.019171372,0.007563185,0.007838229,0.0069250194,0.052692477,0.0030155133,-0.008849439,-0.00089718,0.10729533,0.006524771,0.21517384,0.20612189,0.0047717774,-0.009434189,0.21778826,-0.0015767389,0.009027354,0.0076521044,0.022252548,-0.02771442,0.068678185,-0.011929944,0.21737602,0.15044656,-0.033902008,-0.011349322,0.006812575,0.00052978646
TNFAIP3,-0.01750261,-0.012599732,-0.010109173,0.008001318,0.0012760655,-0.0035429623,-0.0121289,0.0031623577,0.0048245075,0.0005364286,0.005240618,0.0032765318,-0.010223045,-0.0053252,0.05157246,0.0016643857,-0.07966194,-0.09004253,-0.08260495,-0.011983408,-0.082040645,-0.007555896,0.02118391,0.007995739,0.005858437,-0.0115998415,-0.007587493,-0.006023416,-0.10823384,0.011306754,-0.019359574,-0.008361919,-0.004594776,-0.0012992806
PTGS2,-0.0020148165,-0.0005369652,0.000858396,0.0025095702,-6.59545e-05,-0.00039423205,-0.002846018,-0.0019230952,0.0009047538,-0.0023845204,-0.0089661805,0.0011241089,-0.0008253568,-0.0014599059,0.013155296,-0.0011245408,-0.012361095,-0.009596473,-0.016701784,-0.001027295,-0.012414361,-0.003137568,0.0058596465,-0.0044585727,-0.0008147508,0.00086668663,-0.0005469951,-0.0025915848,-0.0024323585,0.0070551825,-0.0016140069,-0.00035124036,-0.0024710847,-0.0028491386
CXCL1,-0.014810671,-0.013166754,-0.013184957,0.013406298,0.010478339,0.0053530736,-0.017535847,0.0075993715,0.01115801,0.0052008233,-0.028081993,0.004428685,-0.0100605525,-0.0036226676,0.08103367,0.0111004,-0.015667265,-0.014128964,-0.035746835,-0.018739348,-0.006652618,-0.014485503,0.08589452,0.006637688,0.00082994124,0.008022481,-0.040930912,-0.045972254,-0.001231748,0.031474918,-0.013523011,-0.01038174,-0.0066917893,-0.009957475
IER3,0.0001985206,-0.005493878,0.0038461585,-0.00058787945,0.00043454688,-0.0016801901,-0.0032646942,0.0041610184,0.0002641111,0.0022138413,0.0023346413,-0.0025319736,0.0007438061,-0.0008443517,0.019754857,0.0066254125,0.03517145,0.04193655,-0.01937389,0.003608121,0.03809293,-0.0029716883,0.002995831,0.009450191,0.003274707,0.00373966,-0.015990425,-0.008454206,0.04939153,0.0046495153,-0.001940689,0.00044051383,0.0032410908,0.008573659
CD83,-0.026251221,-0.012658934,-0.0070052235,0.0146930525,0.009610239,0.0064937067,-0.015377365,0.008573565,0.0076552336,0.008593086,0.002366187,-0.0015474617,-0.011453474,-0.00093468354,0.105819464,0.008297124,-0.042835638,-0.03205383,0.07738681,-0.013519669,-0.03229326,-0.014725106,0.059668716,0.021386797,0.0017970043,-0.0011320557,0.048938084,-0.019829812,-0.0421841,0.027486276,-0.01759521,-0.005657348,-0.005855967,0.0019693794
CCL20,-0.0016626397,0.0011426699,0.002521909,-7.9454716e-05,0.004907154,0.0012275882,-0.0033660042,0.009306448,-0.0017876152,0.0045013684,0.00053625513,-0.0027576438,0.0020909063,0.0042448104,0.053780332,0.002134495,0.10303898,0.1094252,0.043402575,0.0010787582,0.110859856,-0.004048329,0.0008060354,0.007905397,0.0013148469,0.0012183031,-0.025324918,-0.011603526,0.11726638,0.03307598,-0.001827948,0.0021106033,0.00011352534,0.0062245373
