,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,0.009738484,0.0042821467,-0.00866059,-0.0065190787,0.012770187,-0.0070932265,-0.0124102775,-0.005380022,0.009320322,0.0063472316,0.08614157,0.0014423787,-0.00088809966,-0.008806983,0.0012618571,0.010958784,0.07019909,0.06564656,0.08917562,0.0022261578,0.051850487,0.0011962779,0.009607359,-0.010096303,0.005098562,-0.0053034117,-0.0005374331,0.03493461,0.057236757,0.011622194,-9.2990864e-05,0.0044161794,0.01559982,-0.003677635
CXCL2,-0.0002781894,0.003097394,0.0024625647,-0.00046113488,-0.0022925022,-0.0008982361,-0.0038401803,0.0064412993,-0.0032454003,-0.0024772582,-0.02571941,-0.0029450154,-0.0018675557,-0.0044225086,0.038056348,-0.0023062322,0.009731767,0.007381661,-0.006416378,-0.0022448737,0.009482293,-0.0031615465,0.0067883735,-0.0013766892,1.4498546e-05,-0.0012127672,-0.013695549,-0.003077697,0.00422658,-0.0028574935,-0.0043395907,-0.0011067708,-0.0015400642,-0.0020250403
ATF3,0.00027735665,0.005617159,-0.007690573,0.002289991,0.00417939,-0.0070859888,-0.004099764,0.0021710333,0.0033529897,0.005291048,0.009160253,-0.0007826112,-8.865774e-05,-0.0043957736,0.014971881,0.0064085904,-0.027252743,-0.038527686,-0.07810403,0.00024883344,-0.03963522,0.004187787,-0.004214254,-0.00115201,0.011351443,0.0015591772,-0.047613792,0.005993234,-0.02153239,-0.0007059256,-0.007878746,-0.005853039,-0.0016731564,-0.009862726
NFKBIA,0.009936101,0.0049283667,-0.0017152969,-0.01006073,0.023786295,-0.016391223,-0.016987775,0.008020221,-0.004353268,0.004793656,0.08450433,-0.011023796,0.0041635893,-0.011259392,0.03195003,0.009083297,0.14100958,0.12983601,-0.0074243126,-0.0007576593,0.12812892,-0.004940104,-0.007679801,-0.018486436,0.0039377837,-0.015150243,-0.029957414,0.053359974,0.13175716,0.023177927,-0.011139906,0.0009747946,0.0075880485,-0.008428562
TNFAIP3,0.0046980293,0.0012947193,0.0042590057,-0.0026274251,0.008633174,-0.0026324345,-0.0073362533,-0.0063780546,0.0011585243,0.0039894544,0.0066864225,-0.0062914267,0.0041201697,-0.003614153,0.020298533,0.0022549268,-0.016858608,-0.023036284,-0.0672751,0.0054981685,-0.025898512,-0.0014034759,-0.0048247403,-0.0019045791,0.0017686253,-0.004038987,0.007027516,0.034680758,-0.0018476499,0.016473781,0.0011398512,0.0025480601,0.003225783,-0.0023017086
PTGS2,0.0002781647,0.00022242113,-0.0002920602,0.0002453719,-0.0007428229,-0.00017851159,-0.00010811271,0.00043227227,0.00055679574,9.105291e-05,-0.0045921276,-0.0002760109,0.00035304183,0.0005188619,0.0032037816,0.0009596349,-0.0033307178,-0.0029683523,-0.017381374,0.0005742427,-0.0027826896,0.0012095472,0.00037548286,8.352674e-05,0.0008594691,0.0010350823,-0.00028148663,0.0032513684,0.0012824326,0.010450025,-0.0010094676,-0.00022218567,-0.00030064976,-0.00085600256
CXCL1,-0.00043240938,0.004674834,0.0067621465,-0.0053409077,-0.001499343,-0.0019899507,-0.009640055,0.005628042,0.0018789711,-0.0021333648,-0.07430596,-0.0012556114,0.0015238699,-0.00635221,0.06114556,0.0047832364,-0.007715537,-0.0135243675,-0.08099824,0.0014491358,-0.01110572,-0.00483759,0.012902982,0.0021211435,0.0013885848,0.002453849,-0.036984988,-0.008265055,0.024691049,0.021636188,-0.0071024676,0.0018638457,0.0040100394,0.0010138546
IER3,0.00018485157,0.0029293024,0.001577785,-0.0014606146,-0.0016704053,-0.003439761,0.00013230584,-0.0014200109,0.003743195,-0.00043692804,0.0018244393,-0.0018623369,-0.0019163737,-0.0018958853,0.007871523,0.00031492292,0.011747924,0.014902935,-0.0374908,-0.00077963585,0.012056862,-0.0017235676,0.0014051935,-0.00082816,7.2837094e-05,0.002667768,-0.016339634,0.004934009,0.008523266,-0.001791402,-0.0014272338,0.0027249465,0.0040388256,0.00030636156
CD83,-0.00091471453,0.004184041,0.0015379522,-0.0047305864,0.007783605,-0.0015953497,-0.005058168,-0.0019298209,0.0038164821,0.0039554597,-0.018466279,-0.0011793071,0.0008632789,-0.0011104012,0.012239343,0.0034020978,0.0011698968,7.979649e-05,0.050637454,-0.0029586891,-0.0038502635,0.0010530972,-0.007109821,0.0022666664,0.0080586225,0.00017196876,0.030968701,0.004699176,0.0068464805,0.016768746,-0.010199909,-0.0024444768,0.0010878819,-0.0027676257
CCL20,-0.0008621133,0.004676954,0.0037323397,-0.0014783291,4.5551606e-05,-0.0025484434,-0.0027697743,-0.0007475556,0.001564829,0.00067948265,-0.026435608,-0.0018992808,-0.0012364992,-0.0017851482,0.028086036,0.0012309413,0.031250205,0.037197694,0.006079265,0.0018719326,0.034554277,-0.0007156966,-0.002384272,-0.00015713298,0.0016393211,0.003962843,-0.014814716,0.0005469524,0.031074775,-0.0025253182,0.0014297748,0.0012595424,0.00241812,0.0037728446
