,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,-0.0030280082,0.019787448,-0.028097656,0.00531643,-0.0006594791,-0.01582466,-0.010618079,-0.0008095061,0.0059263464,0.022034988,0.14173464,0.0049220216,-0.0010617627,0.01147379,0.05735276,0.008932266,0.09723013,0.07935059,0.020026514,-0.0031589032,0.08424133,-0.0090413075,0.010670344,-0.01297028,0.0048137587,-0.015277327,-0.014203021,0.06035428,0.13088234,0.038392015,-0.013409164,-0.0019631172,0.003889544,-0.013874158
CXCL2,-0.0037670205,-0.0035361715,-0.009045847,0.008332212,-0.002412749,-0.0056227925,-0.0055670184,0.00692122,-0.0023582538,-0.0032618577,-0.016559752,0.0019314188,0.0006476449,0.00089305016,0.056454152,0.006285546,0.033424158,0.030229712,0.025207348,-0.0012169585,0.030759849,0.0017296567,0.009484483,0.0027246848,-0.0049117208,-0.005155634,-0.010884917,-0.008870338,0.020118747,0.010109368,-0.005367817,-0.0023355442,0.0013576564,-0.006533109
ATF3,-0.022582501,0.005899674,-0.023679176,0.0011769544,-0.00965686,-0.010455455,-0.003989242,-0.008945955,0.009918347,0.01423337,-0.028262451,-0.0038821716,-0.0011527701,0.0056751734,0.022855215,-0.008749403,-0.076042354,-0.07390116,-0.12107641,-0.014598091,-0.066224515,-0.0049145003,-0.006718097,0.0066165766,0.0010899219,-0.0030304529,-0.069743454,0.0185051,-0.08086304,-0.024807328,-0.007628183,-0.009949871,-0.013981085,-0.0013874298
NFKBIA,-0.029334908,0.0514139,-0.033485007,0.012747592,-0.015336915,-0.022917911,-0.02155644,0.021113152,0.026263375,-0.0025710433,0.20754716,0.0011948757,0.009379804,0.00345871,0.1351219,0.03342371,0.26155362,0.25626823,-0.018308975,-0.01565113,0.25319386,-0.018178226,-0.028119091,-0.073849075,0.012254422,-0.018398408,-0.0125119565,0.028250968,0.29793146,0.12587613,-0.043291114,-0.022569856,0.019851865,-0.035815656
TNFAIP3,-0.013133482,-0.0028086605,-0.009447412,0.012477622,-0.006545724,0.0022718385,-0.0124718025,0.00071011327,0.009247177,0.010427896,0.06515226,0.0051613185,0.004820784,0.0010577027,0.03125486,0.0075468244,-0.024641033,-0.03206607,-0.07081494,0.00013826585,-0.035381034,0.009582636,0.0057559125,-0.0073058554,0.0060603768,-0.003998443,0.001074921,0.035798836,0.0036913531,0.02132051,-0.00046656944,0.00034907262,0.006522463,0.004565608
PTGS2,-0.0005197435,0.00035888527,-0.005088785,0.0044186735,0.002801335,-0.0018555286,-0.0009976306,0.00033806474,0.00045723264,-0.0008867002,-0.0104528675,0.0034666543,0.0027406719,0.0027242305,0.012405283,-0.0014815141,-0.0029647488,-0.0064718095,-0.013462291,0.0017618318,-0.004375682,0.0015654111,0.004336537,0.00017805166,0.0022491494,0.0012049207,-1.3096942e-05,-0.002275165,-0.0006445568,0.008605405,0.0029345064,0.0020080137,-0.0037341367,-0.0013627375
CXCL1,-0.006455064,-0.017754108,-0.015346263,0.0051079076,0.005294042,0.004846557,-0.020629905,0.022137374,0.0042092293,0.004847224,-0.093562484,0.0151447095,0.0131423315,0.0044081495,0.072405584,0.030959914,0.045726266,0.03970644,-0.012142272,0.003076297,0.046678968,-0.0018894344,0.036124025,-0.010804977,0.00042063848,0.0049468423,-0.030329164,-0.07568704,0.067296796,0.044484627,-0.00986638,-0.00093955867,0.011730089,0.009229161
IER3,-0.003413707,0.006485891,0.009418042,0.006049044,-0.004923689,-0.004876688,0.0032374482,0.00021291245,-0.002529882,-0.0017942905,0.0043248115,-0.007826187,-0.0046044057,0.0034483445,0.016225377,0.00068575185,0.031516083,0.049165968,-0.026281908,-0.0045433477,0.03568639,-0.0015048232,-0.011343192,0.000617051,-0.0033387612,0.007960117,-0.019858401,0.0011920257,0.0668044,-0.008051141,0.0012002643,7.119358e-05,0.0005148806,-0.00010465883
CD83,-0.020427829,0.0064853984,-0.002558103,-0.0006472895,-0.005087912,0.0025106873,-0.00910397,0.004078559,0.010777416,0.006823176,-0.015754977,0.004065574,0.00235497,0.002993257,0.06125567,0.0104639195,-0.00354689,0.01648351,0.067625746,-0.0098340865,0.010960157,-0.01799582,-0.027166508,0.024368253,0.004333995,0.012783512,0.053960785,-0.01056134,0.00933927,0.035157546,-0.006448021,-0.015160131,0.005728024,-0.0022067076
CCL20,-0.0024998186,0.009108369,0.0031363203,-0.0031978213,-0.0005976299,-0.00082615565,-0.00088753423,-0.0015637352,0.0013866042,-0.0026565813,-0.018518519,-0.004318421,-0.00063771254,-0.0014407645,0.05928526,0.0017211965,0.08991349,0.110541336,0.039515708,-0.007214331,0.0872012,-0.0062454725,-0.018672047,-0.00082502275,-0.0013292735,0.003724561,-0.02764797,-0.016331624,0.104925685,0.014549376,0.0024402344,-0.003124546,-0.0023568426,-0.006059113
