,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,0.010413504,-0.017773395,0.0042814394,-0.011709749,0.029027333,-0.005331385,0.0055157393,-0.024037655,-0.011278001,0.008385245,0.057590764,-0.0019655155,0.009517887,0.006374976,0.052108765,-0.0033451926,0.025182024,0.015085298,0.026309073,-0.0046006944,-0.003553002,0.0026568111,0.012095611,0.008714296,0.0052997814,-0.018111631,0.060045704,0.040685464,0.037871495,0.03377184,-0.0027576461,-0.0038849283,-0.0076438296,0.0065957303
CXCL2,-0.009927842,-0.003377812,0.019329904,0.004163631,0.013398302,-0.0022522262,-0.0076129367,-0.0057661277,-0.00073379785,-8.1084385e-05,-0.01948736,0.00061934657,-0.00045848073,-0.0001593657,0.12076466,0.00081351044,0.033719704,0.024192581,0.031202111,0.00095167814,0.025585327,-0.0037180637,0.043421786,0.0044159233,-0.0022656298,0.0031279358,-0.017196914,-0.008004277,0.016458595,0.007043816,-0.005408639,0.0014736899,4.6816265e-05,-0.003283186
ATF3,-0.029476827,-0.03363092,0.035803497,-0.0093226265,0.035901204,-0.008789912,-0.018536009,-0.012754856,0.0022200944,0.01764443,-0.024884736,-0.0017071359,0.005999364,0.008892438,0.1528755,0.019125493,-0.13349523,-0.1453557,-0.082439974,0.019043151,-0.16180211,-0.005246387,0.07951499,0.029001268,-0.002743389,0.024738124,-0.09693956,-0.024015496,-0.1663419,-0.03406939,-0.003750667,0.011959542,0.012387001,0.018554943
NFKBIA,0.0062650903,-0.005835787,-0.00912015,-0.011162496,0.040015474,-0.021373702,0.007829591,-0.018809637,-0.009547871,0.008100433,0.07096317,-0.0009512688,0.0073955874,0.0022734914,0.10707801,0.0062992075,0.21943231,0.20085406,0.017417816,-0.0057651307,0.18767378,0.004103983,-0.026617384,-0.014742582,0.009889576,-0.031843033,0.108585894,0.04704028,0.2644823,0.13417399,-0.016099006,-6.6728986e-05,0.0012301761,-0.006002883
TNFAIP3,-0.0049323034,-0.016295847,0.0066639194,-0.006052011,0.037505817,-0.004252468,-0.007157109,-0.036817487,0.003254847,0.009395848,0.009905927,0.0064721885,0.010586485,0.008370425,0.06888368,0.014313728,-0.061928812,-0.07956282,-0.04774158,0.012937861,-0.08395095,0.009585003,0.017830241,0.028545467,0.0037400636,0.017013533,0.009492194,0.023814475,-0.0649446,0.0157005,-0.009528705,0.012289875,0.008965714,0.00407942
PTGS2,-0.0026193878,-0.0008954806,0.0055130566,-0.0008662819,0.0030315155,0.0008682279,-0.0018901766,-0.005718709,-0.00097046135,0.0004179342,-0.009508451,-6.905315e-05,0.0015037965,0.0009973234,0.015784245,-0.0030952746,-0.010073334,-0.0118859075,-0.01588967,-0.0006281916,-0.011458544,0.0009823077,0.008741717,0.0004766083,-0.00096973847,0.0027723133,0.003347973,-0.0024165793,-3.581544e-05,0.0073387786,-5.1620762e-05,0.00080801407,-0.0015035601,-0.0031260212
CXCL1,-0.009158517,-0.01362592,0.02117621,0.00230973,0.040700752,0.007012039,-0.015539654,-0.0151699325,0.008664427,0.012205692,-0.078510016,0.010388231,0.007860462,0.006234551,0.12653992,0.028599225,-0.0040418077,-0.0020196855,-0.0031585956,0.014609181,-0.004643629,-0.0074581886,0.07428082,0.016352773,-0.006393427,0.042129103,-0.023755219,-0.043342996,0.01738309,0.046110187,-0.0064702462,0.012023408,0.0016943737,-0.00062225165
IER3,-0.002390473,-0.002472584,0.018725116,-0.0016355851,0.0055774217,-0.0039231936,-0.00046651773,-0.00931699,-0.0055521657,0.0014512616,-0.00932758,-0.0029812667,0.0018133087,0.0055940943,0.028484542,0.0018325133,0.03801172,0.042032503,-0.021042854,0.00786797,0.032095727,0.001863677,0.01482489,0.011768024,0.0018930165,0.0105779385,-0.018479094,-0.003180311,0.07021998,-0.0014022267,-0.004792617,0.0068755583,0.0026684096,0.012668889
CD83,-0.011927691,-0.020784274,0.040830437,-0.008868147,0.045073804,0.001849133,-0.010372067,-0.025002252,0.00028995838,0.0155964345,-0.0078582615,-0.0017159791,0.015652401,0.014480573,0.123455144,0.016170597,-0.022295723,-0.029560478,0.107415795,0.019323662,-0.033870578,-0.00057779177,0.05741175,0.042325873,0.001914783,0.03620752,0.07637857,-0.0054597817,-0.02371893,0.032579005,0.004052317,0.01412423,0.005387347,0.010477081
CCL20,-0.002114802,-0.0052001285,0.025805185,-0.009366826,0.032327883,-0.0027165907,-0.0016410664,-0.014710644,-0.0024159455,0.012758378,-0.022450075,0.0031747774,0.011566694,0.014337561,0.07467098,0.0074520926,0.11373808,0.110661685,0.05767328,0.01586551,0.10095764,0.0094474405,0.012539264,0.024860723,-0.0013509548,0.024467865,-0.013869607,-0.0035465409,0.13356511,0.029928213,0.0017242038,0.014061812,0.0061225714,0.013806968
CXCL3,-0.01516856,-0.0016224495,0.012899617,0.0044052596,0.017590152,-0.0030201713,-0.0036561415,-0.0059899017,-0.0019540433,0.004621735,-0.021214757,0.0022297117,0.0036645457,1.3964105e-05,0.16888082,-0.00013058365,0.0067342785,0.0071766744,0.02097697,9.516895e-05,0.005948532,-0.00482665,0.04225981,0.0044079567,-0.0033696494,0.0052496307,-0.013951014,-0.006996803,0.013885062,-0.0023245723,-0.001003476,-0.0009530059,-0.0024146254,-0.001352383
