,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,0.00233362,-0.010348014,-0.014290546,-0.00061424356,0.019432912,0.0040245447,0.0036704096,0.010106542,-0.006491081,0.005662673,0.038745157,0.002420142,-0.009106051,0.003165572,0.075146645,0.011610477,0.024216972,0.0132789975,0.028844068,-0.01027575,0.029321391,-0.006372747,0.016194616,0.011858993,0.012291794,-0.022842884,0.054787192,0.004951229,0.017429434,0.05049816,-0.018491477,0.001059195,-0.004630059,0.006482604
CXCL2,-0.00589331,0.0021233421,0.0049632927,0.009788747,-0.0033046464,-0.0011297611,-0.0068730167,-0.001668388,-0.002674348,-0.003808884,-0.031165317,0.0001766031,-0.0034392253,-0.0028604716,0.079129964,-0.004467454,0.029965172,0.027265834,0.021736348,-0.007940576,0.02952365,-0.008892862,0.038209256,-0.005146773,-0.00054369436,-0.0030601013,-0.024957381,-0.012080066,0.0104984,0.008141634,-0.0075977044,-0.0018194666,-0.0029397055,-0.004374293
ATF3,-0.027792213,-0.008425328,-0.0090501895,0.01817638,0.00017258037,-0.01123668,-0.017466512,0.0117472755,0.012234743,0.009639537,-0.025029605,1.7963197e-05,-0.009878047,0.0025731465,0.11237724,0.0137214465,-0.14791985,-0.1424061,-0.120654985,-0.0024606509,-0.16256148,-0.01791563,0.08344739,0.0015154313,0.0049745003,-0.009349338,-0.12921529,-0.02382317,-0.19774652,-0.03890737,-0.016121993,-0.0051286393,0.0019170053,0.011455202
NFKBIA,0.0015728892,-0.0015804486,-0.0036392456,3.7953014e-05,0.018171232,-0.00679119,-0.010125415,0.005820257,-0.00038304296,0.0065151625,0.02881125,0.0015748171,-0.010607557,0.0023606177,0.11880573,0.017912854,0.21568541,0.1967452,-0.008008312,-0.000843437,0.22585802,-0.010302256,-0.006250002,0.00082973595,0.03224906,-0.025053894,0.07054549,0.0075856163,0.22670081,0.1574322,-0.034912456,-0.0023983626,0.0050515477,0.0009251851
TNFAIP3,-0.005295955,-0.005173922,-0.014418998,0.007924699,0.0043905005,-0.002815194,-0.004664738,0.0029538728,0.0025094226,0.00015388934,0.009046025,0.003982921,-0.0059525752,0.0014293978,0.04981944,0.006485778,-0.071678184,-0.084400356,-0.08017804,-0.005143147,-0.08219442,-0.0074113538,0.007383046,0.0025260327,0.0109918285,-0.012591091,-0.018583057,0.010317242,-0.09914164,0.016822577,-0.01560708,-0.0040285806,-0.0024813109,-0.0050400957
PTGS2,-0.00018432876,-0.0007984717,0.0020273444,0.0003621011,-0.0011014724,0.00062295224,-0.0007081538,-0.0014401561,-0.00035670612,-0.0013905665,-0.005020825,-0.0012995832,-0.0007486947,-0.00037701346,0.006782499,-0.0017357924,-0.009620837,-0.008465101,-0.015973432,-0.0014572128,-0.010400953,-0.001324316,0.007790527,-0.0008397825,-0.0015201812,0.0014243287,0.0006245084,-0.0023403338,-0.0014693998,0.008062808,-0.00018917659,-0.0012666911,-0.001744543,-0.0016010227
CXCL1,-0.0020719864,-0.00075356406,-0.009854095,0.016669352,0.0009684177,0.0021614316,-0.010918881,0.00036068526,0.0021242064,-0.00061602733,-0.04209617,0.00080134877,-0.0035366148,-0.004333288,0.07705308,0.0022282996,-0.002585844,-0.0062284144,-0.029452596,-0.013210126,0.002503198,-0.017917577,0.08669753,-0.00446615,0.0073468448,0.007642181,-0.0450835,-0.040720724,-0.0013364004,0.035804316,-0.010926369,-0.011169617,-0.00569008,-0.013984058
IER3,0.0019190081,-0.0019275531,0.005000256,0.00020638347,-0.002002675,-0.0029630887,-0.002694007,0.001638353,0.0028699706,0.0025778299,0.0015963794,-0.0030265914,-0.00033639476,-7.119133e-05,0.022908095,0.0054826154,0.034312643,0.036124554,-0.023296596,0.0050107227,0.034034617,-0.0015440865,0.0022501966,0.0023924012,0.00408635,0.002451027,-0.018268649,-0.007549115,0.054674726,0.004453222,-0.0038881737,-0.0011068962,0.0035500017,0.0029484867
CD83,-0.01741598,-0.0064413873,-0.0033214067,0.018638479,0.005884564,0.0020421045,-0.008608901,0.002669158,0.005805293,0.0069176024,0.0050791036,0.0037014696,-0.0074973213,0.00272441,0.1248272,0.009172826,-0.040174063,-0.028843397,0.07995317,-0.0100505585,-0.02410326,-0.014713753,0.06253673,0.01041282,0.0074095186,-0.004098936,0.045795977,-0.012389791,-0.035663288,0.029376037,-0.013274165,-0.0054481965,-0.0060885544,-0.001663233
CCL20,0.0025358207,0.0019518421,0.0021030528,0.0010828,0.0009234754,0.002423627,-0.0030716513,0.0017580998,-0.0021998652,0.0009406488,-0.0012442296,-0.0008134984,-0.0014007844,0.0012068229,0.04730015,0.00366508,0.09289887,0.101884305,0.04717938,-0.00082164496,0.1031281,-0.0024378719,0.003981157,0.0006632793,0.003794113,0.0013839236,-0.023813872,-0.01236482,0.12536792,0.025130216,-0.0038196333,0.0015774813,0.0013162977,-8.6244094e-05
