,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,-0.00422736,0.0024462733,-0.009000577,0.00038436853,0.0041808365,-0.0030612738,-0.007814967,0.012200624,0.0004451738,0.00240591,0.052523497,0.0032076254,-0.0014232813,-0.012950262,0.008786513,0.007339029,0.04292906,0.04167427,0.06310462,-0.0054431832,0.03413983,-0.00440976,-0.003726628,-0.016716098,0.0075381924,-0.004034734,0.029553054,0.045263395,0.03195669,0.016086554,-0.008961258,-0.0032281838,0.005908725,-0.004187595
CXCL2,0.0005810458,0.0017707348,-0.002451622,0.0024938316,-0.0020752384,-0.0005903293,-0.0020846312,0.004189985,-0.002507432,-0.00092937995,-0.015918715,0.0009317248,-4.9598504e-05,0.0010162173,0.03614426,0.0010992213,0.010986926,0.010973496,-0.015896333,-0.00061477267,0.013089216,-0.0025065492,0.0071788765,0.0006590926,-0.0024080016,-0.001599357,-0.0101739,0.003890076,0.00056108483,-0.008913284,-0.00011563309,-0.00086628064,-0.00056813384,-0.0043606777
ATF3,-0.0048352852,0.008197509,-0.006953185,0.0059064636,-0.0013179329,-0.017494692,-0.0011023382,0.008637976,-0.0017558602,-0.00025702422,-0.0076210997,0.0009352657,-0.0032307808,-0.002453954,0.019793304,0.006081812,-0.032103334,-0.04026059,-0.10157171,-0.0020549747,-0.040253837,-0.0031504838,-0.01794129,0.0016555479,0.0021130713,0.0037506043,-0.030418834,0.002816322,-0.026935592,0.0020346097,-0.009761861,-0.004745773,-0.00029369447,-0.006417442
NFKBIA,-0.0073230886,0.015343289,-0.011040177,-0.008754558,0.0042681172,0.0054676645,-0.01781025,0.025874585,-0.007347662,0.004522975,0.057066016,0.0018645801,0.003946023,-0.006393455,0.019821739,0.014007328,0.11837035,0.107224986,-0.011954327,-0.0044958433,0.11528496,-0.004419687,-0.0042546797,-0.028958846,0.009796648,-0.021930015,-0.015685668,0.04957971,0.07298623,0.0045589404,-0.012035114,-0.0034208826,0.009869613,-0.018307924
TNFAIP3,-0.0010368096,0.0006497089,-0.001221906,0.0005474203,0.002956641,-0.0010606174,-0.011740021,0.006180957,5.5015324e-05,0.003422908,0.0077140294,0.0030763277,0.0044479733,-0.0016896187,0.014758331,0.008749441,-0.0155406175,-0.02221112,-0.07946392,0.0010791094,-0.019996786,0.0020885416,-0.0006837386,0.0034614294,0.008082374,-0.00501871,0.018808508,0.020834006,-0.014274736,0.009837016,-0.001984127,0.0018807007,0.0058837915,-0.005530328
PTGS2,0.0006204362,-0.00038466405,0.00052995933,0.00067370257,-0.0007275979,-0.00095241,0.0005730868,0.00048159578,-0.0011837379,0.0006380172,-0.0054729707,-0.0006559307,-0.00072499475,-0.00071119005,0.0019371492,0.0012014791,-0.0022488025,-0.0025961567,-0.02034206,0.0002045637,-0.0019182063,-0.000411675,-0.0019936122,0.0007667684,0.00037414778,0.0011712029,0.0016715958,0.0019926305,0.0019802577,0.003927358,-0.0006761758,0.0005000641,-9.324337e-05,-0.0007568689
CXCL1,-0.0027356027,0.0037174425,0.0004697225,0.0004280594,-0.009110927,0.0034188267,-0.0018432464,0.010562219,-0.0047199954,-7.585511e-05,-0.04044945,0.0034821406,0.0001328992,-0.0023612967,0.042101946,0.011140604,-0.0073074247,-0.011489662,-0.093073145,0.0018332171,-0.008125948,-0.0039058162,0.01882807,0.0032074975,-0.0039475933,-0.002934004,-0.032211713,-0.0030124697,0.0026149026,0.007349033,0.0019117567,0.002534458,0.0027750018,-0.00182938
IER3,-0.002495765,0.0041265576,0.0022250537,-0.00041306973,-0.0024190452,-0.005880695,-0.00015322393,0.0025705486,-0.00023670378,-0.0009820618,-0.0039076186,-0.0025647087,-0.0015196569,-0.004019161,0.0065344367,0.0006087749,0.0058201426,0.008065952,-0.053227883,-0.00061476184,0.004336136,-0.000772427,0.00395813,-0.0009600845,-0.0028186168,0.0038087124,-0.0068928613,0.003022398,0.007140665,0.0058216867,-0.002414554,-0.0003827861,0.0010408903,0.00038011273
CD83,-0.006426728,0.0075129974,-0.005715688,0.0028016155,0.0033340356,0.00081906485,-0.0036182734,-0.0002871151,-0.0023896508,0.0038825371,-0.010188317,0.003791435,0.0006056895,0.0024288355,0.011593246,0.0036339161,-0.00022297938,-0.00015562201,0.045337036,-0.001564199,-0.0057822997,0.0005781,0.008661851,0.009173403,0.0042412584,0.005509343,0.04212962,-0.001847114,0.004707108,0.011200815,-0.013072639,0.00049633614,0.0018761489,0.0004922781
CCL20,-0.0007016211,0.00017861692,0.0062697697,0.004386947,-0.0029314281,-0.0013075953,-0.00095916906,-0.0046201637,-0.00021566854,0.002572618,-0.020866668,-0.0022644566,-0.00037065777,-0.002988691,0.027493546,0.0008057066,0.0286476,0.034677345,-0.011127142,-0.002171885,0.029565133,0.0018946623,0.00078971573,0.002001161,0.00086855906,0.008234255,-0.015911097,-0.0027560713,0.032963183,0.0014250536,-0.00048479927,0.004289564,-0.00080281,0.00025440968
