,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,0.002196435,0.00082225277,-0.0043246844,0.0016096194,0.0014160823,0.00011471852,0.0013328157,-0.00083977944,-0.0007153379,-0.002485341,-0.0036864972,-0.00014975302,0.0039008416,-0.00077489915,-0.0017297982,0.0029449116,-0.0031668248,-0.010182802,0.0037939027,-0.0016469602,-0.003867014,0.0032497854,-0.0032393923,-0.0008858995,0.000108938744,-0.003188497,-0.009406951,-0.0029307653,-0.0005049662,-0.007594717,0.0015536539,-0.0028434272,-9.077067e-05,-0.00110755
CXCL2,-0.000882631,0.0002248188,0.0040853103,-4.8071783e-05,-0.00047280753,-0.0006829106,-0.0015873613,-0.0006510001,-0.0019212306,-0.00093127403,6.583198e-05,0.0021606577,-0.0033548975,0.00015979185,0.0020641312,-0.0012573666,-0.00021611119,0.002590696,-0.0030526163,-0.0025277762,0.0007162001,-0.0027502952,0.0029352352,0.0024165756,-0.0003393373,0.00020396081,0.0016210047,0.002434258,-0.0016444614,0.0011755846,-0.00033168113,0.00093941815,-6.360701e-05,0.0011730046
ATF3,0.00016145865,0.0027038055,0.0050461763,-0.0036253743,-0.0010466413,0.00056941784,-0.0033475067,-0.0012122834,-0.0044034,-0.0021879901,-0.0010079904,0.0042806957,-0.005680935,-0.0017244413,0.004424592,-0.00396797,-0.0016090262,0.0023540051,-0.0054810815,-0.0067900736,0.0002195748,-0.0070661427,0.0049462286,0.0052265944,-0.0001785455,-9.930656e-06,0.003323221,0.003359657,-0.0010652799,0.0032964034,-0.0041089556,0.002707925,-0.0009945593,0.0009780604
NFKBIA,0.0036886486,-0.0034232878,-0.0050956276,0.0009790612,0.0016035597,0.0016012122,0.0014538362,-0.004890287,0.001461101,-0.005588464,-0.0039707385,-0.0042349617,0.007839365,-0.0024797413,-0.006634637,0.0044807624,-0.005945145,-0.014409119,0.005841356,-0.002575653,-0.0075960546,0.006698056,-0.007697916,-0.004975678,0.0008928379,-0.005270195,-0.013998101,-0.010295824,-0.000778075,-0.008979555,0.000733915,-0.0028853356,-0.0028959706,-0.0017962845
TNFAIP3,0.001605061,-0.0017974366,-0.0006109763,0.00042035597,-0.0007153634,0.00011450668,0.00060181954,-0.0030469485,0.0002058835,-0.002586885,-0.001140776,-0.0010033619,0.002214307,-0.0004228745,-0.0019032039,0.00045099197,-0.0034869362,-0.0064993827,0.0017937991,-0.0026960822,-0.0020651962,0.0014480106,-0.004333677,-0.001040152,-0.0010917243,-0.0020072984,-0.0073574116,-0.0032701541,0.0002740117,-0.0039116577,-0.0013153699,-0.0017871037,-0.0016961216,-0.0008141317
PTGS2,-0.00046471332,0.00017246499,0.00096520345,-1.740295e-05,7.318678e-05,-0.00022440181,-0.00018047915,-0.00042905263,-0.00019274333,-2.6344773e-05,0.000204234,0.00019711864,-0.00071807986,0.00019131666,0.00021792878,-0.00026169023,0.00044888924,0.00013393708,-0.00025027894,-0.00038814152,8.9246954e-05,-0.000175941,0.0007550087,0.0003253268,0.00031803202,0.00028504297,0.00021431879,0.00042995866,-0.00030535308,0.00030816798,0.00021205486,7.453967e-05,-0.0005545717,-0.00030113503
CXCL1,-0.00023314143,0.002601064,0.009175696,0.00064503204,0.0005624878,-0.0004302462,-0.0018461723,-0.0035365073,-0.005601051,-0.0021299343,-4.3800093e-05,0.006081732,-0.0047120927,0.0010384652,0.00510123,8.920351e-05,0.0010029793,0.0074659144,-0.0050762487,-0.0014789655,0.0014997155,-0.0036506616,0.0035365776,0.0060553155,-0.00016235354,0.003989517,0.0058711185,0.0069025955,-0.0020721473,0.0042404667,-0.00048026067,0.0013142719,7.203892e-05,0.0044543725
IER3,0.00010123474,-2.0686211e-05,-0.0014513222,-0.00034177612,0.0005855148,0.00038454,0.00020607898,-0.00061686203,7.623259e-05,-0.00046308205,-0.00074953,-0.0014523455,0.0006484553,-0.00067837856,-0.0022119377,0.000766432,-0.00052943494,-0.0021638733,0.00012900976,-0.00047892472,-0.00036380393,0.0009996282,-0.0012730832,-0.0026587327,0.00020839013,-0.00097644905,-0.002257907,-0.002471539,-0.0005165134,-0.0019518721,0.00020321274,-0.0011722615,-0.00068444567,-0.0012796916
CD83,1.944277e-05,0.0009856939,0.004109898,-0.00029772997,-0.0007801084,-1.0652033e-05,-0.0018890409,-0.0012595727,-0.0028046835,-0.00245024,-0.00091553375,0.0034405016,-0.003984826,0.0006448673,0.003239021,-0.0017926879,-0.001250102,0.0015336003,-0.0027152577,-0.004317418,0.000590962,-0.0037657581,0.002243873,0.004589773,-0.00080326793,0.0014430713,0.0014498044,0.004271667,-0.0009610801,0.001396811,-0.0015428477,0.0009079922,-0.00028146064,0.002184828
CCL20,2.7691256e-05,-0.00012014451,0.0013336902,-2.3992976e-05,0.00025341596,0.0006652448,-0.00037183726,-0.0014949336,-0.00086135877,-4.808548e-05,-0.00034875429,0.00033532735,0.0002940561,0.00022190607,-0.0003548778,0.00023399568,8.375272e-05,0.000549575,-0.0007261494,-0.0004959429,-0.0003148965,0.0006378952,0.0010338397,0.0001432453,6.0870345e-05,-0.00033556076,-0.0007111241,-0.0007774832,-0.0006691788,0.00011890402,0.0012886188,-6.247496e-05,-0.0003493414,-0.00015155431
